,index,RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Puntos Fantasy,Player,Team,Precio,Uso,Form,TP,PosFantasy,PosAgg
260,260,,dante exum,Dal,G,28.8,55,19.8,15.0,13.9,68,0.779,194,0.557,108,0.491,0.621,0.645,7.8,2.7,2.9,0.4,0.1,0.9,10.5,10.6,13.3,8.0,127.9,111.8,15.474945454545454,dante exum, DAL  ,5.5,0.022,0.0,874.3,Front,Back
261,261,,markelle fultz,Orl,G,25.9,43,21.2,18.8,13.3,33,0.697,308,0.487,18,0.222,0.479,0.492,7.8,3.2,2.8,1.0,0.3,1.2,11.0,10.6,13.8,7.8,105.7,107.4,17.23025581395349,markelle fultz, ORL  ,7.5,0.0,0.0,801.6,Back,Back
262,262,,isaiah hartenstein,Nyk,C-F,25.9,75,25.3,12.0,20.3,157,0.707,362,0.646,3,0.333,0.645,0.67,7.8,8.3,2.5,1.2,1.1,1.2,16.1,10.3,18.6,8.6,133.2,101.2,24.866,isaiah hartenstein, OKC  ,10.0,0.069,0.0,2040.0,Front,Front
263,263,,jordan hawkins,Nor,G,22.0,67,17.3,19.9,8.1,80,0.838,158,0.411,298,0.366,0.501,0.533,7.8,2.2,1.0,0.3,0.1,0.6,10.0,8.9,11.1,6.0,108.6,111.9,12.162686567164178,jordan hawkins, NOP  ,5.5,0.006,0.0,844.6,Front,Back
264,264,,precious achiuwa,Tor,F,24.6,25,17.5,21.2,14.6,42,0.571,123,0.528,47,0.277,0.497,0.512,7.7,5.4,1.8,0.6,0.5,1.2,13.2,9.5,14.9,9.6,105.9,110.2,17.89708,precious achiuwa, NYK  ,9.0,0.006,0.0,1553.9,Front,Front
265,265,,nikola jovic,Mia,F,20.9,46,19.5,17.1,13.0,47,0.702,118,0.525,163,0.399,0.568,0.583,7.7,4.2,2.0,0.5,0.3,0.9,11.8,9.6,13.8,8.2,113.2,103.9,16.392282608695655,nikola jovic, MIA  ,6.5,0.054,0.0,792.4,Front,Front
266,266,,raiquan gray,San,F,24.8,3,13.0,19.5,5.6,0,0.0,10,0.7,7,0.429,0.676,0.676,7.7,2.3,2.0,0.3,0.3,0.3,10.0,9.7,12.0,10.1,135.5,121.0,14.329666666666665,raiquan gray, SAS  ,4.5,0.0,0.0,45.4,Front,Front
267,267,,precious achiuwa,Nyk,F,24.6,49,24.2,14.0,15.3,70,0.643,249,0.578,50,0.26,0.547,0.564,7.6,7.2,1.1,0.6,1.1,1.1,14.8,8.7,15.8,6.5,116.2,106.0,20.17885714285714,precious achiuwa, NYK  ,9.0,0.006,0.0,1553.9,Front,Front
268,268,,cody martin,Cha,F,28.5,28,26.9,16.1,17.0,33,0.606,129,0.426,86,0.314,0.444,0.46,7.5,3.9,3.7,1.1,0.6,1.6,11.4,11.3,15.1,7.1,96.6,116.2,19.562785714285713,cody martin, CHA  ,9.0,0.001,0.0,603.8,Front,Front
269,269,,brice sensabaugh,Uta,F,20.5,32,18.3,20.3,17.7,41,0.902,103,0.495,115,0.296,0.468,0.511,7.5,3.2,1.7,0.4,0.2,1.5,10.7,9.3,12.4,7.5,98.5,116.1,13.623500000000002,brice sensabaugh, UTA  ,5.0,0.001,0.0,455.9,Front,Front
270,270,,toumani camara,Por,F,23.9,70,24.8,13.8,16.1,99,0.758,266,0.523,172,0.337,0.516,0.547,7.5,4.9,1.2,0.9,0.5,1.2,12.4,8.8,13.7,5.7,109.0,110.7,16.811000000000003,toumani camara, POR  ,7.5,0.006,0.0,1282.1,Front,Front
271,271,,jaylen nowell,Det,G,24.8,4,14.4,20.5,7.9,6,0.667,17,0.588,6,0.333,0.565,0.585,7.5,2.5,0.8,0.3,0.5,0.5,10.0,8.3,10.8,6.9,115.9,119.9,12.796999999999999,jaylen nowell, WAS  ,5.0,0.001,0.0,149.3,Back,Back
272,272,,royce o'neale,Bro,F,30.9,49,24.5,13.9,13.6,22,0.682,60,0.483,265,0.366,0.537,0.544,7.4,4.5,2.8,0.7,0.6,1.0,11.9,10.2,14.7,7.4,112.0,108.4,18.627224489795914,royce o'neale, PHX  ,8.5,0.005,0.0,1621.9,Front,Front
273,273,,trey jemison,Mem,C,24.4,23,24.9,13.6,20.0,25,0.84,136,0.551,0,0.0,0.551,0.582,7.4,5.8,1.2,0.5,1.2,1.5,13.3,8.6,14.4,6.0,110.6,106.5,18.08921739130435,trey jemison, NOP  ,6.0,0.004,0.0,458.5,Front,Back
274,274,,aleksej pokusevski,Cha,F,22.3,18,19.2,17.6,13.2,37,0.757,61,0.475,44,0.364,0.505,0.552,7.4,4.4,1.7,0.8,0.7,0.9,11.8,9.1,13.5,7.9,111.4,116.0,17.374833333333335,aleksej pokusevski, CHA  ,5.0,0.0,0.0,370.3,Front,Front
275,275,,quentin grimes,Nyk,G,23.9,45,20.2,15.3,6.8,34,0.706,74,0.486,212,0.363,0.53,0.543,7.3,2.0,1.2,0.7,0.1,0.5,9.2,8.4,10.4,5.1,115.2,110.1,12.562222222222223,quentin grimes, DAL  ,5.0,0.015,0.0,676.0,Back,Back
276,276,,paul reed,Phi,F,24.8,82,19.4,15.9,12.2,85,0.718,423,0.563,57,0.368,0.561,0.58,7.3,6.0,1.3,0.8,1.0,0.8,13.3,8.6,14.6,7.9,121.5,102.2,19.270195121951218,paul reed, DET  ,9.0,0.007,0.0,1735.1,Front,Front
277,277,,jaden hardy,Dal,G,21.8,73,13.6,24.9,11.5,76,0.776,255,0.447,224,0.362,0.492,0.517,7.3,1.8,1.5,0.3,0.1,0.8,9.1,8.8,10.5,7.9,102.9,111.4,11.673150684931505,jaden hardy, DAL  ,5.5,0.009,0.0,866.7,Front,Back
278,278,,christian braun,Den,G,23.0,82,20.2,15.7,10.2,134,0.694,319,0.498,164,0.384,0.525,0.554,7.3,3.7,1.6,0.5,0.4,0.7,11.0,8.9,12.7,6.9,115.8,108.6,15.252780487804879,christian braun, DEN  ,6.5,0.099,0.0,1341.2,Back,Back
279,279,,taylor hendricks,Uta,F,20.4,40,21.4,13.7,10.1,29,0.793,100,0.55,140,0.379,0.56,0.578,7.3,4.6,0.8,0.7,0.8,0.7,11.9,8.1,12.7,5.6,115.8,113.2,16.324425,taylor hendricks, UTA  ,7.0,0.004,0.0,709.0,Front,Front
280,280,,trey lyles,Sac,F,28.4,58,20.0,14.4,10.6,70,0.7,102,0.578,219,0.384,0.576,0.596,7.2,4.4,1.2,0.3,0.3,0.7,11.7,8.5,12.9,6.7,119.9,111.2,14.807586206896552,trey lyles, SAC  ,5.5,0.002,0.0,905.4,Front,Front
281,281,,kevin knox ii,Det,F,24.7,31,18.1,16.6,10.6,22,0.909,92,0.598,94,0.33,0.546,0.57,7.2,2.4,0.7,0.4,0.2,0.7,9.6,7.9,10.4,5.1,109.1,114.0,11.626451612903226,kevin knox ii, GSW  ,5.5,0.001,0.0,385.5,Front,Front
282,282,,johnny juzang,Uta,G,23.1,20,18.6,14.5,10.5,14,0.714,33,0.576,77,0.416,0.609,0.62,7.2,1.8,1.2,0.2,0.1,0.7,9.0,8.4,10.2,5.4,119.7,118.3,11.065400000000002,johnny juzang, UTA  ,5.5,0.002,0.0,226.7,Front,Back
283,283,,evan fournier,Det,G-F,31.5,29,18.7,18.6,9.0,34,0.794,86,0.512,115,0.27,0.45,0.482,7.2,1.9,1.6,0.9,0.2,0.7,9.0,8.7,10.6,6.0,99.9,113.7,13.359655172413795,evan fournier, DET  ,5.5,0.0,0.0,448.6,Front,Back
284,284,,landry shamet,Was,G,27.1,46,15.8,18.8,9.9,46,0.826,117,0.556,157,0.338,0.527,0.556,7.1,1.3,1.2,0.5,0.2,0.7,8.5,8.3,9.6,5.6,107.6,114.8,11.175173913043478,landry shamet, NYK  ,5.5,0.002,0.0,557.4,Front,Back
285,285,,james wiseman,Det,C,23.0,63,17.3,16.3,17.8,102,0.706,303,0.617,2,0.0,0.613,0.637,7.1,5.3,0.9,0.2,0.6,1.0,12.4,7.9,13.3,7.5,118.2,107.6,15.387999999999998,james wiseman, IND  ,6.5,0.008,0.0,1017.2,Front,Back
286,286,,naji marshall,Nor,F,26.2,66,19.0,16.3,15.0,86,0.791,217,0.516,150,0.387,0.542,0.576,7.1,3.6,1.9,0.7,0.2,1.0,10.7,9.0,12.6,7.7,114.4,108.0,15.032424242424241,naji marshall, DAL  ,6.0,0.011,0.0,1064.0,Front,Front
287,287,,jose alvarado,Nor,G,26.0,56,18.4,17.3,10.4,52,0.673,138,0.464,207,0.377,0.525,0.54,7.1,2.3,2.1,1.1,0.3,0.7,9.4,9.2,11.5,7.1,112.3,106.7,15.102446428571431,jose alvarado, NOP  ,6.0,0.08,0.0,908.1,Back,Back
288,288,,richaun holmes,Was,F,30.5,17,18.7,14.8,12.0,26,0.846,85,0.565,3,0.333,0.563,0.608,7.1,6.1,0.6,0.5,0.6,0.7,13.2,7.7,13.8,6.3,123.5,108.3,16.840176470588233,richaun holmes, WAS  ,5.0,0.004,0.0,520.9,Front,Front
289,289,,danilo gallinari,Was,F,35.7,26,14.8,18.3,8.4,56,0.839,67,0.552,64,0.313,0.511,0.581,7.0,2.9,1.2,0.2,0.1,0.5,9.9,8.2,11.1,7.8,119.0,116.8,12.343384615384613,danilo gallinari, MIL  ,5.5,0.003,0.0,529.1,Front,Front
290,290,,javon freeman-liberty,Tor,G,24.5,22,18.3,17.4,16.7,36,0.917,82,0.549,42,0.238,0.484,0.547,7.0,3.2,1.8,0.5,0.2,1.1,10.1,8.8,12.0,7.5,107.3,115.2,13.796181818181818,javon freeman-liberty, TOR  ,4.5,0.0,0.0,314.0,Front,Back
291,291,,tosan evbuomwan,Det,F,23.2,13,22.5,10.9,12.4,25,0.68,32,0.688,24,0.417,0.661,0.679,7.0,3.5,0.8,0.5,0.3,0.6,10.5,7.8,11.3,4.8,127.9,116.7,13.404307692307693,tosan evbuomwan, DET  ,5.0,0.001,0.0,221.0,Front,Front
292,292,,gary harris,Orl,G,29.6,54,24.0,11.7,9.4,45,0.756,92,0.598,205,0.371,0.569,0.587,6.9,1.7,1.6,0.9,0.3,0.6,8.6,8.5,10.2,4.4,119.5,109.1,13.132907407407409,gary harris, ORL  ,5.5,0.006,0.0,768.5,Back,Back
293,293,,christian wood,Lal,F,28.5,50,17.4,17.6,15.9,94,0.702,150,0.587,114,0.307,0.532,0.568,6.9,5.1,1.0,0.3,0.7,1.0,12.0,7.9,13.0,7.5,106.7,107.3,15.561639999999997,christian wood, LAL  ,6.0,0.004,0.0,822.3,Front,Front
294,294,,killian hayes,Det,G,22.7,42,24.0,15.1,15.3,50,0.66,209,0.455,74,0.297,0.452,0.474,6.9,2.8,4.9,0.9,0.5,1.2,9.7,11.8,14.6,7.6,106.4,114.7,19.193904761904765,killian hayes, BKN  ,6.5,0.016,0.0,856.3,Front,Back
295,295,,bones hyland,Lac,G,23.6,37,14.6,24.8,14.9,23,0.783,116,0.457,135,0.326,0.474,0.49,6.9,1.5,2.5,0.7,0.1,1.2,8.4,9.4,10.9,8.1,99.8,109.1,12.870621621621622,bones hyland, LAC  ,5.5,0.013,0.0,507.5,Front,Back
296,296,,trendon watford,Bro,F,23.4,63,13.6,21.1,16.8,97,0.794,243,0.564,68,0.397,0.571,0.611,6.9,3.1,1.3,0.4,0.3,1.0,9.9,8.1,11.2,8.9,114.8,105.3,12.928888888888887,trendon watford, BKN  ,5.5,0.001,0.0,849.3,Front,Front
297,297,,aaron wiggins,Okc,G,25.3,78,15.7,16.4,12.9,71,0.789,251,0.598,126,0.492,0.645,0.664,6.9,2.4,1.1,0.7,0.2,0.7,9.3,8.1,10.4,6.7,124.9,109.4,12.581166666666666,aaron wiggins, OKC  ,5.5,0.016,0.0,1063.2,Back,Back
298,298,,maozinha pereira,Mem,F,23.6,7,17.4,15.7,12.4,10,0.7,22,0.591,13,0.385,0.586,0.609,6.9,5.3,0.3,0.9,0.6,0.7,12.1,7.1,12.4,5.1,116.2,106.3,15.969857142857144,maozinha pereira, MEM  ,4.5,0.002,0.0,120.4,Front,Front
299,299,,cedi osman,San,F,29.0,72,17.6,15.1,10.9,52,0.673,163,0.601,221,0.389,0.591,0.601,6.8,2.5,1.7,0.5,0.2,0.7,9.3,8.4,10.9,7.0,115.5,112.0,13.039291666666669,cedi osman, SAS  ,5.5,0.0,0.0,977.5,Front,Front
300,300,,jonathan isaac,Orl,F,26.5,58,15.8,16.7,8.6,82,0.72,174,0.598,112,0.375,0.584,0.61,6.8,4.5,0.5,0.7,1.2,0.5,11.3,7.3,11.8,6.3,123.7,104.4,16.228344827586206,jonathan isaac, ORL  ,7.5,0.026,0.0,1056.0,Front,Front
301,301,,robert williams iii,Por,C-F,26.5,6,19.8,13.2,21.0,9,0.778,26,0.654,0,0.0,0.654,0.684,6.8,6.3,0.8,1.2,1.2,1.2,13.2,7.7,14.0,6.6,120.7,101.1,19.194999999999997,robert williams iii, POR  ,8.0,0.005,0.0,129.1,Front,Front
302,302,,day'ron sharpe,Bro,C,22.4,61,15.1,19.7,19.2,123,0.61,279,0.588,15,0.267,0.578,0.596,6.8,6.4,1.4,0.4,0.7,1.1,13.2,8.2,14.6,10.4,118.7,100.8,17.685721311475408,day'ron sharpe, BKN  ,7.5,0.002,0.0,1143.3,Front,Back
303,303,,julian champagnie,San,F,22.8,74,19.8,14.4,12.4,92,0.815,125,0.504,277,0.365,0.534,0.57,6.8,2.8,1.4,0.6,0.6,0.8,9.6,8.2,11.0,6.0,110.9,115.4,13.874797297297293,julian champagnie, SAS  ,5.0,0.023,0.0,1118.7,Front,Front
304,304,,cason wallace,Okc,G,20.4,82,20.6,12.9,9.2,37,0.784,208,0.572,234,0.419,0.602,0.612,6.8,2.3,1.5,0.9,0.5,0.5,9.1,8.3,10.6,5.6,122.1,109.9,14.152658536585367,cason wallace, OKC  ,5.5,0.048,0.0,1259.4,Front,Back
305,305,,shake milton,Det,G-F,27.5,4,15.8,20.5,10.2,3,0.667,17,0.471,9,0.333,0.481,0.494,6.8,4.5,1.5,0.5,0.3,0.8,11.3,8.3,12.8,9.1,107.4,116.2,15.2015,shake milton, BKN  ,5.0,0.007,0.0,440.0,Front,Back
306,306,,spencer dinwiddie,Lal,G,31.0,28,24.2,12.2,17.0,50,0.88,51,0.412,90,0.389,0.521,0.586,6.8,1.7,2.4,0.5,0.5,1.0,8.5,9.3,10.9,5.0,113.1,112.8,13.463357142857143,spencer dinwiddie, DAL  ,9.0,0.007,0.0,1703.0,Front,Back
307,307,,marcus morris sr.,Phi,F,34.6,37,17.2,16.3,8.5,36,0.861,115,0.47,90,0.4,0.527,0.559,6.7,2.9,0.7,0.4,0.3,0.5,9.6,7.4,10.3,5.6,112.2,108.1,12.10827027027027,marcus morris sr., NYK  ,5.5,0.001,0.0,584.8,Front,Front
308,308,,peyton watson,Den,G,21.6,80,18.6,16.2,11.5,106,0.67,296,0.551,152,0.296,0.515,0.538,6.7,3.2,1.1,0.5,1.1,0.7,9.9,7.7,11.0,6.2,107.8,106.9,14.64235,peyton watson, DEN  ,6.0,0.007,0.0,1302.6,Front,Back
309,309,,ochai agbaji,Tor,G,24.0,27,23.6,15.4,14.0,36,0.611,115,0.496,69,0.217,0.432,0.453,6.7,3.3,1.3,0.7,0.6,1.1,10.0,8.0,11.4,5.2,94.6,115.2,14.113518518518518,ochai agbaji, TOR  ,5.0,0.014,0.0,1047.7,Back,Back
310,310,,jahmi'us ramsey,Tor,G,22.9,7,17.3,17.8,14.5,6,0.833,19,0.632,22,0.273,0.512,0.538,6.7,3.1,1.1,1.0,0.0,1.0,9.9,7.9,11.0,6.6,101.6,111.5,13.088857142857142,jahmi'us ramsey, TOR  ,5.0,0.001,0.0,99.4,Front,Back
311,311,,dennis smith jr.,Bro,G,26.4,56,18.9,17.7,16.7,58,0.741,229,0.502,109,0.294,0.482,0.508,6.6,2.9,3.6,1.2,0.2,1.2,9.5,10.2,13.1,8.7,110.1,105.9,17.069857142857142,dennis smith jr., BKN  ,7.5,0.0,0.0,1042.3,Front,Back
312,312,,aaron holiday,Hou,G,27.5,78,16.3,16.7,11.3,62,0.935,200,0.51,217,0.387,0.547,0.578,6.6,1.6,1.8,0.5,0.1,0.7,8.2,8.4,10.0,6.5,117.0,108.4,11.708551282051282,aaron holiday, HOU  ,5.5,0.006,0.0,962.6,Back,Back
313,313,,amir coffey,Lac,G-F,26.8,70,20.9,12.5,8.6,71,0.859,168,0.571,184,0.38,0.571,0.604,6.6,2.1,1.1,0.6,0.2,0.5,8.7,7.7,9.8,4.7,122.0,113.4,11.878642857142857,amir coffey, LAC  ,4.5,0.096,0.0,886.6,Back,Back
314,314,,jeff green,Hou,F,37.6,78,16.8,15.5,11.2,149,0.819,206,0.553,160,0.331,0.529,0.59,6.5,2.3,0.9,0.2,0.4,0.6,8.8,7.4,9.7,5.7,118.7,111.4,11.232397435897438,jeff green, HOU  ,5.5,0.005,0.0,922.6,Front,Front
315,315,,alec burks,Nyk,G,32.7,23,13.5,26.9,8.9,33,0.727,80,0.313,83,0.301,0.383,0.42,6.5,1.7,0.9,0.3,0.0,0.7,8.2,7.3,9.1,6.4,91.6,114.3,9.769130434782609,alec burks, MIA  ,6.0,0.013,0.0,1073.0,Back,Back
316,316,,david duke jr.,San,G,24.5,4,12.9,18.3,14.0,3,1.0,12,0.583,6,0.5,0.639,0.673,6.5,2.5,1.3,0.5,0.0,0.8,9.0,7.8,10.3,8.6,121.9,111.2,11.648,david duke jr., SAS  ,5.5,0.001,0.0,48.5,Front,Back
317,317,,kyle anderson,Min,F-G,30.6,79,22.6,14.5,17.4,137,0.708,385,0.488,48,0.229,0.472,0.513,6.4,3.5,4.2,0.9,0.6,1.2,9.9,10.6,14.1,8.0,114.4,105.2,18.701670886075952,kyle anderson, GSW  ,8.5,0.009,0.0,1593.1,Front,Front
318,318,,chris boucher,Tor,F-C,31.3,50,14.1,17.3,11.4,92,0.772,123,0.642,94,0.33,0.578,0.625,6.4,4.1,0.5,0.3,0.5,0.6,10.6,6.9,11.0,6.7,122.9,110.4,13.110319999999998,chris boucher, TOR  ,5.5,0.005,0.0,690.9,Front,Front
319,319,,isaiah jackson,Ind,F,22.3,60,12.8,17.2,14.3,102,0.716,229,0.677,4,0.0,0.665,0.689,6.4,4.0,0.8,0.6,1.0,0.7,10.4,7.2,11.2,8.5,134.0,101.5,14.884966666666667,isaiah jackson, IND  ,6.5,0.007,0.0,989.6,Front,Front
320,320,,patrick beverley,Phi,G,35.8,47,19.6,14.9,16.9,63,0.81,132,0.523,109,0.321,0.504,0.547,6.3,3.1,3.1,0.5,0.4,1.0,9.3,9.3,12.4,8.0,114.7,109.0,15.426787234042553,patrick beverley, MIL  ,6.0,0.02,0.0,1212.8,Front,Back
321,321,,daniel theis,Lac,F-C,32.0,59,17.1,15.4,12.7,50,0.76,219,0.589,70,0.371,0.581,0.601,6.3,4.1,1.0,0.4,0.9,0.7,10.5,7.4,11.5,6.9,121.3,105.2,14.65715254237288,daniel theis, NOP  ,6.0,0.034,0.0,934.3,Front,Front
322,322,,bruno fernando,Atl,F-C,25.7,45,15.2,16.7,19.0,96,0.667,183,0.596,4,0.0,0.583,0.615,6.3,4.3,1.0,0.6,0.6,1.0,10.6,7.3,11.6,7.9,116.8,103.7,14.330399999999997,bruno fernando, TOR  ,5.5,0.002,0.0,697.6,Front,Front
323,323,,jared butler,Was,G,23.6,40,14.1,19.9,19.9,36,0.861,123,0.602,78,0.308,0.547,0.579,6.3,1.5,3.2,0.7,0.2,1.3,7.7,9.4,10.9,8.8,110.8,113.4,13.379,jared butler, WAS  ,4.5,0.026,0.0,570.6,Front,Back
324,324,,skylar mays,Por,G,26.6,21,17.0,19.5,11.5,17,0.765,89,0.438,49,0.286,0.435,0.457,6.3,1.8,3.6,0.7,0.1,0.9,8.1,9.9,11.7,8.1,106.8,116.8,14.593857142857143,skylar mays, MIN  ,4.5,0.005,0.0,389.1,Front,Back
325,325,,jae crowder,Mil,F,33.8,50,23.1,11.5,7.8,36,0.722,104,0.538,166,0.349,0.53,0.546,6.2,3.2,1.3,0.8,0.2,0.5,9.5,7.6,10.8,5.1,114.4,112.6,13.523959999999999,jae crowder, MIL  ,5.5,0.006,0.0,722.2,Front,Front
326,326,,cameron payne,Mil,G,29.7,47,14.9,16.7,12.2,44,0.841,91,0.538,131,0.397,0.572,0.603,6.2,1.3,2.3,0.5,0.1,0.7,7.5,8.5,9.8,7.1,122.2,109.2,11.700234042553191,cameron payne, NYK  ,5.5,0.024,0.0,1118.9,Front,Back
327,327,,keon johnson,Bro,G,22.1,5,12.3,22.1,18.9,12,0.917,11,0.364,10,0.4,0.476,0.59,6.2,1.4,0.6,0.6,0.2,1.0,7.6,6.8,8.2,5.6,110.2,111.8,9.382399999999999,keon johnson, BKN  ,4.5,0.003,0.0,50.9,Front,Back
328,328,,ben simmons,Bro,G,27.7,15,23.9,13.0,26.7,15,0.4,74,0.581,0,0.0,0.581,0.571,6.1,7.9,5.7,0.8,0.6,1.8,14.1,11.9,19.8,10.9,120.2,105.2,25.162533333333336,ben simmons, BKN  ,9.5,0.035,0.0,399.8,Front,Back
329,329,,haywood highsmith,Mia,F,27.3,66,20.7,12.4,9.4,36,0.639,137,0.562,192,0.396,0.581,0.587,6.1,3.2,1.1,0.8,0.5,0.5,9.3,7.2,10.4,5.4,118.2,106.0,13.727696969696972,haywood highsmith, MIA  ,5.5,0.005,0.0,977.0,Front,Front
330,330,,kris murray,Por,F,23.7,62,21.7,14.1,13.1,56,0.661,183,0.525,183,0.268,0.463,0.481,6.1,3.6,1.3,0.9,0.3,0.9,9.7,7.4,11.0,5.6,101.9,114.7,13.839322580645163,kris murray, POR  ,5.5,0.007,0.0,931.8,Front,Front
331,331,,vit krejci,Atl,G,23.8,22,24.6,9.7,16.1,6,0.833,36,0.639,68,0.412,0.625,0.633,6.1,2.4,2.3,0.6,0.3,0.9,8.5,8.4,10.8,5.3,121.6,115.3,13.36881818181818,vit krejci, ATL  ,5.5,0.003,0.0,309.4,Front,Back
332,332,,doug mcdermott,San,F,32.3,46,15.2,14.9,10.0,17,0.588,42,0.452,173,0.439,0.619,0.62,6.0,1.0,1.2,0.2,0.0,0.5,7.0,7.2,8.3,5.1,116.0,116.2,8.895760869565217,doug mcdermott, IND  ,5.0,0.002,0.0,552.8,Front,Front
333,333,,xavier tillman,Mem,C,25.3,34,20.6,16.0,12.0,43,0.419,160,0.469,53,0.226,0.437,0.44,6.0,4.6,1.7,1.2,1.0,0.9,10.6,7.7,12.3,7.0,97.8,107.4,17.570911764705883,xavier tillman, BOS  ,6.5,0.007,0.0,903.7,Front,Back
334,334,,patrick beverley,Mil,G,35.8,26,20.9,13.2,10.4,27,0.852,66,0.424,72,0.361,0.486,0.524,6.0,3.6,2.6,0.7,0.5,0.6,9.7,8.7,12.3,7.3,117.9,109.7,16.056461538461537,patrick beverley, MIL  ,6.0,0.02,0.0,1212.8,Front,Back
335,335,,zavier simpson,Mem,G,27.2,7,23.1,17.5,15.5,4,0.75,37,0.324,17,0.294,0.361,0.377,6.0,2.9,3.6,1.0,0.4,1.4,8.9,9.6,12.4,6.9,86.6,111.8,16.27571428571429,zavier simpson, MEM  ,5.0,0.0,0.0,123.5,Front,Back
336,336,,nick smith jr.,Cha,G,20.0,51,14.3,20.3,11.9,15,0.867,143,0.35,146,0.432,0.5,0.511,5.9,1.4,1.2,0.2,0.1,0.8,7.3,7.1,8.5,6.0,98.8,118.0,9.207862745098039,nick smith jr., CHA  ,5.0,0.003,0.0,488.9,Front,Back
337,337,,justin champagnie,Was,G-F,22.8,15,15.7,17.0,11.3,15,0.8,33,0.576,45,0.289,0.494,0.526,5.9,3.5,1.3,0.7,0.6,0.7,9.5,7.2,10.7,7.6,110.2,116.7,13.9854,justin champagnie, WAS  ,5.5,0.001,0.0,228.1,Front,Back
338,338,,dyson daniels,Nor,G,21.1,61,22.3,12.6,15.9,53,0.642,176,0.551,135,0.311,0.514,0.529,5.8,3.9,2.7,1.4,0.4,1.0,9.7,8.5,12.4,7.1,112.9,106.9,17.132180327868856,dyson daniels, ATL  ,7.5,0.018,0.0,1154.2,Front,Back
339,339,,noah clowney,Bro,F,19.8,23,16.1,14.2,13.8,30,0.7,60,0.633,33,0.364,0.602,0.626,5.8,3.5,0.8,0.3,0.7,0.7,9.3,6.6,10.1,6.3,121.4,112.5,12.482434782608696,noah clowney, BKN  ,5.5,0.004,0.0,314.2,Front,Front
340,340,,patty mills,Mia,G,35.7,13,16.4,19.4,9.0,11,1.0,27,0.593,53,0.208,0.406,0.448,5.8,1.2,1.5,0.8,0.0,0.6,7.0,7.4,8.5,5.3,96.3,108.4,10.543384615384616,patty mills, UTA  ,5.0,0.019,0.0,267.0,Front,Back
341,341,,marcus morris sr.,Cle,F,34.6,12,15.0,18.0,15.7,8,0.625,30,0.467,29,0.414,0.542,0.552,5.8,2.1,0.8,0.2,0.2,0.9,7.8,6.6,8.7,5.7,99.9,110.7,9.373166666666668,marcus morris sr., NYK  ,5.5,0.001,0.0,584.8,Front,Front
342,342,,larry nance jr.,Nor,F-C,31.3,61,19.9,11.3,16.9,61,0.77,176,0.631,65,0.415,0.629,0.653,5.7,5.0,1.9,1.0,0.3,0.8,10.8,7.6,12.6,7.6,130.3,105.6,16.387819672131148,larry nance jr., ATL  ,7.0,0.009,0.0,1078.9,Front,Front
343,343,,thomas bryant,Mia,C-F,26.7,38,11.6,19.3,12.3,47,0.872,127,0.646,22,0.182,0.591,0.639,5.7,3.7,0.6,0.3,0.4,0.6,9.4,6.3,10.0,8.0,124.5,101.6,11.85263157894737,thomas bryant, MIA  ,5.5,0.003,0.0,477.7,Front,Front
344,344,,torrey craig,Chi,F,33.3,53,19.8,12.5,11.3,36,0.75,98,0.49,153,0.392,0.55,0.568,5.7,4.1,1.1,0.6,0.4,0.6,9.8,6.8,10.9,6.0,118.0,108.4,13.686377358490564,torrey craig, CHI  ,5.5,0.003,0.0,771.4,Front,Front
345,345,,jaylen nowell,Mem,G,24.8,9,17.4,16.9,8.3,3,1.0,32,0.563,23,0.174,0.436,0.453,5.7,1.6,1.8,0.3,0.0,0.6,7.2,7.4,9.0,5.8,98.8,112.5,10.290888888888889,jaylen nowell, WAS  ,5.0,0.001,0.0,149.3,Back,Back
346,346,,pat connaughton,Mil,G,31.3,76,22.1,10.8,12.4,58,0.759,109,0.633,238,0.345,0.553,0.574,5.6,3.1,2.1,0.5,0.3,0.6,8.8,7.8,10.9,6.0,120.4,113.7,13.50613157894737,pat connaughton, MIL  ,5.5,0.025,0.0,1084.3,Back,Back
347,347,,mitchell robinson,Nyk,C,26.0,31,24.8,10.2,17.0,66,0.409,127,0.575,0,0.0,0.575,0.554,5.6,8.5,0.6,1.2,1.1,0.8,14.1,6.2,14.6,4.9,122.6,106.8,20.48206451612903,mitchell robinson, NYK  ,10.0,0.0,0.0,705.6,Front,Back
348,348,,craig porter,Cle,G,24.1,51,12.7,20.2,16.5,56,0.732,194,0.536,34,0.353,0.535,0.564,5.6,2.1,2.3,0.4,0.3,0.9,7.7,7.9,10.0,9.5,113.7,109.8,12.05756862745098,craig porter, CLE  ,5.0,0.007,0.0,655.8,Front,Back
349,349,,nicolas batum,Phi,G-F,35.3,57,25.9,8.7,13.6,21,0.714,70,0.6,178,0.399,0.599,0.606,5.5,4.2,2.2,0.8,0.6,0.7,9.7,7.6,11.9,5.7,126.1,111.2,15.914736842105263,nicolas batum, LAC  ,7.0,0.015,0.0,1027.6,Front,Back
