,index,RANK,NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg,Puntos Fantasy,Player,Team,Precio,Uso,Form,TP,PosFantasy,PosAgg
532,532,,furkan korkmaz,Phi,G-F,26.7,35,8.6,13.6,11.6,20,0.7,36,0.444,40,0.35,0.487,0.519,2.5,0.9,0.7,0.4,0.1,0.3,3.4,3.2,4.1,5.4,107.9,112.8,5.343371428571429,furkan korkmaz, IND  ,5.0,0.001,0.0,202.5,Back,Back
533,533,,greg brown iii,Dal,F,22.6,6,6.6,20.4,26.3,9,0.444,8,0.5,3,0.333,0.5,0.501,2.5,1.5,0.7,0.0,0.7,0.7,4.0,3.2,4.7,8.4,96.0,106.5,6.048833333333332,greg brown iii, DAL  ,4.5,0.002,0.0,39.8,Front,Front
534,534,,tosan evbuomwan,Mem,F,23.2,4,18.5,9.3,6.3,0,0.0,7,0.286,8,0.25,0.333,0.333,2.5,3.5,1.5,0.0,0.3,0.3,6.0,4.0,7.5,5.1,103.1,115.1,9.251,tosan evbuomwan, DET  ,5.0,0.001,0.0,221.0,Front,Front
535,535,,cory joseph,Gol,G,32.7,26,11.4,11.3,15.7,7,0.571,22,0.455,42,0.31,0.461,0.47,2.4,1.2,1.6,0.2,0.1,0.5,3.6,4.0,5.2,5.8,107.8,112.6,6.366038461538462,cory joseph, ORL  ,4.5,0.004,0.0,171.0,Back,Back
536,536,,joe harris,Det,G-F,32.6,16,10.6,11.0,9.3,2,0.5,9,0.444,30,0.333,0.487,0.489,2.4,0.8,0.6,0.2,0.1,0.3,3.3,3.1,3.9,4.0,102.4,113.0,4.595125,joe harris, DET  ,5.0,0.001,0.0,80.6,Front,Back
537,537,,xavier moon,Lac,G,29.3,14,8.5,19.1,9.8,2,0.5,29,0.448,17,0.118,0.348,0.352,2.4,1.3,1.5,0.2,0.2,0.4,3.6,3.9,5.1,7.9,94.7,113.8,6.567285714285715,xavier moon, LAC  ,4.5,0.0,0.0,99.1,Front,Back
538,538,,aj griffin,Atl,F,20.6,20,8.5,17.3,11.4,2,1.0,23,0.348,39,0.256,0.371,0.382,2.4,0.9,0.3,0.1,0.1,0.4,3.3,2.7,3.6,4.1,77.0,121.7,3.9280000000000004,aj griffin, HOU  ,4.5,0.0,0.0,78.1,Front,Front
539,539,,mouhamadou gueye,Tor,F,25.8,11,10.9,19.2,23.9,9,0.444,35,0.314,3,0.0,0.289,0.31,2.4,2.1,0.5,0.3,1.6,1.1,4.5,2.8,4.9,5.0,67.2,110.1,8.331454545454546,mouhamadou gueye, TOR  ,4.5,0.0,0.0,112.1,Front,Front
540,540,,chuma okeke,Orl,F,25.7,47,9.2,13.3,12.5,7,0.571,30,0.567,82,0.28,0.46,0.465,2.3,1.7,0.4,0.2,0.1,0.3,4.0,2.7,4.4,5.0,96.6,110.7,5.214404255319149,chuma okeke, NYK  ,5.0,0.001,0.0,265.0,Front,Front
541,541,,isaiah mobley,Cle,F,24.6,10,7.2,16.2,7.7,1,0.0,14,0.5,10,0.3,0.479,0.471,2.3,1.0,0.6,0.2,0.0,0.2,3.3,2.9,3.9,6.2,102.4,108.8,4.6000000000000005,isaiah mobley, PHI  ,4.5,0.004,0.0,48.0,Front,Front
542,542,,dalano banton,Bos,F,24.4,24,7.1,17.8,16.3,20,0.8,35,0.486,16,0.125,0.392,0.468,2.3,1.5,0.8,0.2,0.1,0.4,3.8,3.1,4.6,7.9,105.4,102.7,5.534166666666667,dalano banton, POR  ,8.5,0.009,0.0,1043.1,Back,Front
543,543,,olivier sarr,Okc,C,25.1,15,6.5,12.6,13.5,15,0.667,13,0.692,6,0.333,0.632,0.664,2.3,2.4,0.1,0.0,0.5,0.2,4.7,2.4,4.8,5.0,135.0,94.2,6.096066666666666,olivier sarr, OKC  ,4.5,0.0,0.0,98.2,Front,Back
544,544,,dereon seabron,Nor,G,23.9,6,9.2,12.3,0.0,6,0.833,11,0.273,2,0.5,0.346,0.448,2.3,1.2,0.8,0.3,0.2,0.0,3.5,3.2,4.3,5.7,114.8,109.3,5.974,dereon seabron, DET  ,4.5,0.002,0.0,38.9,Front,Back
545,545,,cole swider,Mia,F,24.9,18,4.8,24.1,17.2,2,1.0,8,0.625,30,0.333,0.526,0.54,2.3,0.4,0.3,0.1,0.1,0.4,2.7,2.6,3.0,5.4,91.3,113.2,3.261666666666667,cole swider, IND  ,4.5,0.001,0.0,55.9,Front,Front
546,546,,amari bailey,Cha,G,20.2,10,6.5,21.3,14.1,7,0.857,16,0.438,8,0.125,0.354,0.425,2.3,0.9,0.7,0.3,0.0,0.4,3.2,3.0,3.9,7.0,96.3,122.0,4.631499999999999,amari bailey, BKN  ,4.5,0.002,0.0,49.3,Front,Back
547,547,,thaddeus young,Pho,F,35.8,10,8.9,12.8,15.9,3,0.333,20,0.55,1,0.0,0.524,0.515,2.3,2.8,0.7,0.5,0.2,0.4,5.1,3.0,5.8,7.4,121.4,103.9,7.709899999999999,thaddeus young, PHX  ,5.0,0.002,0.0,415.1,Front,Front
548,548,,reggie bullock jr.,Hou,G-F,33.1,44,9.5,9.4,10.8,1,1.0,15,0.467,67,0.403,0.579,0.582,2.2,1.7,0.3,0.3,0.1,0.2,3.8,2.5,4.2,4.4,111.8,109.4,5.2721136363636365,,,,,,,,Back
549,549,,udoka azubuike,Pho,C-F,24.6,16,7.1,12.6,14.8,13,0.231,23,0.696,0,0.0,0.696,0.609,2.2,2.0,0.2,0.1,0.4,0.3,4.2,2.4,4.4,5.4,117.4,101.7,5.5886875,udoka azubuike, PHX  ,4.5,0.002,0.0,94.9,Front,Front
550,550,,nate hinton,Hou,G-F,24.9,15,5.0,17.8,10.2,5,0.8,12,0.333,14,0.5,0.558,0.585,2.2,1.5,0.7,0.2,0.1,0.2,3.7,2.9,4.3,10.6,127.0,98.8,5.449466666666666,nate hinton, HOU  ,4.5,0.002,0.0,86.4,Front,Back
551,551,,trent forrest,Atl,G,25.8,38,10.9,11.8,18.1,17,0.765,80,0.4,10,0.2,0.389,0.426,2.2,1.3,2.4,0.3,0.1,0.5,3.5,4.6,5.9,7.0,109.0,117.6,7.644342105263156,trent forrest, ATL  ,5.0,0.002,0.0,304.2,Front,Back
552,552,,andre jackson jr.,Mil,G,22.4,57,10.0,10.0,21.8,11,0.727,54,0.611,46,0.37,0.585,0.596,2.2,2.0,0.9,0.3,0.1,0.5,4.2,3.1,5.1,6.3,118.8,102.3,6.24377192982456,andre jackson jr., MIL  ,5.0,0.002,0.0,373.6,Front,Back
553,553,,julian phillips,Chi,F,20.4,40,8.1,13.0,11.5,19,0.684,39,0.513,38,0.316,0.494,0.521,2.2,0.9,0.3,0.2,0.2,0.3,3.1,2.6,3.5,4.2,106.5,108.6,4.2558500000000015,julian phillips, CHI  ,4.5,0.005,0.0,183.7,Front,Front
554,554,,malachi flynn,Nyk,G,25.9,14,4.3,22.0,11.4,11,0.818,10,0.5,13,0.308,0.478,0.557,2.2,0.4,0.4,0.1,0.0,0.2,2.6,2.6,3.1,6.6,116.0,113.2,3.295,malachi flynn, SAS  ,5.5,0.004,0.0,789.8,Front,Back
555,555,,colby jones,Sac,G,21.9,30,6.4,19.1,12.3,11,0.545,49,0.531,22,0.091,0.408,0.422,2.1,1.3,0.7,0.2,0.2,0.3,3.5,2.8,4.1,7.8,97.0,102.3,5.244633333333334,colby jones, SAC  ,4.5,0.002,0.0,168.0,Back,Back
556,556,,jaden springer,Bos,G,21.6,17,7.6,14.0,20.8,8,0.875,19,0.579,11,0.182,0.467,0.522,2.1,1.2,0.5,0.6,0.2,0.5,3.2,2.6,3.8,5.7,104.7,99.0,5.34929411764706,jaden springer, BOS  ,5.0,0.006,0.0,441.6,Front,Back
557,557,,p.j. tucker,Phi,F,38.9,3,22.1,4.6,28.6,0,0.0,0,0.0,5,0.4,0.6,0.6,2.0,4.7,0.0,1.0,0.7,0.7,6.7,2.0,6.7,0.0,87.1,100.6,10.340000000000002,p.j. tucker, LAC  ,5.0,0.02,0.0,239.0,Front,Front
558,558,,daniel theis,Ind,F-C,32.0,1,8.4,20.0,0.0,0,0.0,3,0.333,1,0.0,0.25,0.25,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,54.7,115.9,1.9980000000000002,daniel theis, NOP  ,6.0,0.034,0.0,934.3,Front,Front
559,559,,lindell wigginton,Mil,G,26.0,3,2.5,39.1,15.5,2,1.0,3,0.667,2,0.0,0.4,0.51,2.0,0.0,0.0,0.0,0.0,0.3,2.0,2.0,2.0,0.0,0.0,0.0,1.700666666666667,lindell wigginton, MIL  ,4.5,0.0,0.0,5.0,Front,Back
560,560,,ty jerome,Cle,G-F,26.8,2,7.4,14.9,20.0,0,0.0,3,0.667,1,0.0,0.5,0.5,2.0,0.5,1.5,0.0,0.0,0.5,2.5,3.5,4.0,6.2,110.9,107.5,4.351000000000001,ty jerome, CLE  ,5.5,0.002,0.0,8.7,Front,Back
561,561,,jordan ford,Sac,G,25.9,6,3.6,17.4,11.8,2,1.0,4,0.5,3,0.667,0.714,0.761,2.0,0.3,0.3,0.0,0.0,0.2,2.3,2.3,2.7,6.3,0.0,0.0,2.6105,jordan ford, SAC  ,4.5,0.001,0.0,16.4,Front,Back
562,562,,jericho sims,Nyk,C,25.5,45,13.0,6.0,22.4,24,0.667,55,0.691,0,0.0,0.691,0.702,2.0,3.3,0.6,0.2,0.4,0.4,5.3,2.6,5.9,4.9,136.3,108.5,7.704844444444445,jericho sims, NYK  ,5.0,0.005,0.0,370.9,Front,Back
563,563,,jd davison,Bos,G,21.5,8,4.9,17.6,14.0,4,0.75,5,0.4,7,0.429,0.542,0.581,2.0,1.3,1.3,0.1,0.1,0.3,3.3,3.3,4.5,12.3,133.2,102.3,5.611125,jd davison, BOS  ,4.5,0.005,0.0,47.0,Front,Back
564,564,,isaiah wong,Ind,G,23.2,1,4.3,29.2,0.0,0,0.0,2,0.5,1,0.0,0.333,0.333,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,69.6,128.9,2.0,isaiah wong, UTA  ,4.5,0.002,0.0,2.0,Front,Back
565,565,,kobe brown,Lac,F,24.3,44,9.0,11.1,9.1,2,0.5,42,0.548,48,0.292,0.489,0.49,2.0,1.4,0.6,0.3,0.1,0.2,3.4,2.6,4.0,5.3,109.9,106.4,5.204545454545455,kobe brown, LAC  ,5.0,0.002,0.0,245.9,Front,Front
566,566,,d'moi hodge,Lal,G,25.3,7,5.9,17.6,6.2,2,0.5,3,0.667,12,0.25,0.433,0.441,2.0,0.0,0.7,0.1,0.1,0.1,2.0,2.7,2.7,0.0,97.1,112.1,3.3502857142857145,d'moi hodge, LAL  ,4.5,0.0,0.0,26.5,Front,Back
567,567,,markquis nowell,Tor,G,24.3,1,3.5,22.9,0.0,2,1.0,1,0.0,0,0.0,0.0,0.532,2.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,6.0,22.9,0.0,0.0,9.4,markquis nowell, HOU  ,4.5,0.001,0.0,10.4,Front,Back
568,568,,kevon harris,Orl,G,26.8,2,3.1,28.7,25.0,0,0.0,3,0.667,0,0.0,0.667,0.667,2.0,1.0,0.5,0.0,0.0,0.5,3.0,2.5,3.5,12.9,0.0,0.0,3.4510000000000005,kevon harris, ATL  ,4.5,0.007,0.0,6.9,Front,Back
569,569,,cody zeller,Nor,F-C,31.5,43,7.4,12.9,20.4,38,0.605,59,0.424,3,0.333,0.427,0.483,1.8,2.6,0.9,0.2,0.1,0.4,4.4,2.7,5.3,8.7,118.2,99.6,6.437883720930233,cody zeller, ATL  ,5.0,0.007,0.0,294.9,Front,Front
570,570,,daishen nix,Min,G,22.2,15,3.3,28.1,17.1,6,0.5,7,0.429,17,0.353,0.5,0.507,1.8,0.2,0.4,0.3,0.0,0.3,2.0,2.2,2.4,6.4,0.0,0.0,2.9406000000000003,daishen nix, MIN  ,4.5,0.001,0.0,49.6,Front,Back
571,571,,justin minaya,Por,F,25.1,34,11.2,9.7,10.8,9,0.556,25,0.4,49,0.245,0.378,0.391,1.8,1.6,0.6,0.3,0.3,0.3,3.4,2.4,4.1,4.3,98.9,114.0,5.514676470588234,justin minaya, POR  ,4.5,0.005,0.0,207.7,Front,Front
572,572,,bismack biyombo,Okc,C,31.6,10,7.3,11.5,24.7,8,0.5,12,0.583,0,0.0,0.583,0.58,1.8,1.8,0.2,0.1,0.3,0.4,3.6,2.0,3.8,4.7,106.5,106.2,4.659199999999999,bismack biyombo, OKC  ,5.5,0.0,0.0,606.3,Front,Back
573,573,,shake milton,Nyk,G-F,27.5,6,4.6,15.6,0.0,2,1.0,7,0.429,2,0.5,0.5,0.557,1.8,1.0,0.7,0.2,0.0,0.0,2.8,2.5,3.5,9.4,136.5,84.9,4.484333333333334,shake milton, BKN  ,5.0,0.007,0.0,440.0,Front,Back
574,574,,kessler edwards,Sac,F,23.7,54,5.1,14.0,4.6,9,0.556,30,0.467,52,0.385,0.537,0.541,1.7,0.8,0.3,0.2,0.1,0.1,2.5,2.0,2.8,5.8,115.3,108.8,3.6337777777777776,kessler edwards, DAL  ,5.0,0.001,0.0,203.9,Front,Front
575,575,,jamaree bouyea,Por,G,24.8,6,9.5,21.6,27.6,0,0.0,13,0.385,8,0.0,0.238,0.238,1.7,1.7,1.3,0.0,0.0,1.3,3.3,3.0,4.7,6.5,54.8,117.8,4.358333333333333,jamaree bouyea, SAS  ,4.5,0.0,0.0,54.3,Front,Back
576,576,,leonard miller,Min,F,20.4,17,3.1,18.5,4.7,2,0.5,15,0.733,5,0.4,0.7,0.694,1.7,1.2,0.5,0.1,0.1,0.1,2.9,2.2,3.4,13.0,0.0,0.0,4.19529411764706,leonard miller, MIN  ,4.5,0.003,0.0,73.0,Front,Front
577,577,,jordan walsh,Bos,G,20.1,9,9.3,9.8,16.5,2,0.5,6,0.667,9,0.222,0.467,0.472,1.7,2.2,0.6,0.6,0.1,0.3,3.9,2.2,4.4,5.6,105.4,97.8,6.306444444444446,jordan walsh, BOS  ,4.5,0.026,0.0,61.5,Front,Back
578,578,,jason preston,Uta,G,24.7,7,10.2,12.4,9.5,0,0.0,16,0.375,3,0.0,0.316,0.316,1.7,2.4,2.3,0.3,0.1,0.3,4.1,4.0,6.4,8.3,106.1,119.0,8.544285714285712,jason preston, UTA  ,4.5,0.001,0.0,63.4,Front,Back
579,579,,p.j. tucker,Lac,F,38.9,28,15.0,5.5,11.7,3,1.0,15,0.333,30,0.367,0.478,0.497,1.6,2.5,0.6,0.5,0.2,0.2,4.2,2.2,4.8,3.6,122.7,108.4,6.743571428571429,p.j. tucker, LAC  ,5.0,0.02,0.0,239.0,Front,Front
580,580,,jalen pickett,Den,G,24.5,27,4.5,16.4,20.3,4,0.75,10,0.6,25,0.36,0.557,0.571,1.6,0.5,0.8,0.1,0.0,0.3,2.1,2.3,2.9,7.7,109.2,106.4,3.255555555555556,jalen pickett, DEN  ,4.5,0.001,0.0,93.3,Front,Back
581,581,,josh minott,Min,F,21.4,32,2.9,21.4,5.2,14,0.857,26,0.5,10,0.4,0.528,0.593,1.6,0.5,0.3,0.2,0.1,0.1,2.1,1.8,2.3,8.6,0.0,0.0,3.1124374999999995,josh minott, MIN  ,4.5,0.003,0.0,107.4,Front,Front
582,582,,jalen hood-schifino,Lal,G,20.8,21,5.2,24.8,16.6,20,0.6,30,0.267,15,0.133,0.244,0.316,1.6,0.6,0.4,0.1,0.1,0.4,2.2,2.0,2.6,5.6,66.3,106.9,2.939285714285715,jalen hood-schifino, LAL  ,4.5,0.007,0.0,67.6,Front,Back
583,583,,jett howard,Orl,G,20.6,18,3.7,22.9,9.0,4,0.5,5,0.6,25,0.28,0.45,0.457,1.6,0.4,0.3,0.1,0.1,0.2,2.0,1.9,2.3,6.2,0.0,0.0,2.7411111111111115,jett howard, ORL  ,4.5,0.003,0.0,55.4,Front,Back
584,584,,seth lundy,Atl,G,24.0,9,5.8,15.8,5.5,4,0.75,4,0.25,13,0.231,0.324,0.373,1.6,0.8,0.0,0.0,0.0,0.1,2.3,1.6,2.3,0.0,81.8,112.7,2.4165555555555556,seth lundy, ATL  ,4.5,0.003,0.0,21.4,Front,Back
585,585,,jordan miller,Lac,G,24.2,8,3.5,16.9,9.6,2,1.0,7,0.571,2,0.5,0.611,0.658,1.6,0.6,0.0,0.0,0.0,0.1,2.3,1.6,2.3,0.0,0.0,0.0,2.2442499999999996,jordan miller, LAC  ,4.5,0.003,0.0,18.0,Front,Back
586,586,,keita bates-diop,Bro,F,28.2,14,4.8,13.2,10.8,6,1.0,11,0.636,5,0.2,0.531,0.617,1.6,0.6,0.3,0.2,0.1,0.1,2.3,1.9,2.6,5.5,123.5,116.4,3.3122857142857143,keita bates-diop, MIN  ,5.0,0.001,0.0,512.0,Front,Front
587,587,,filip petrusev,Sac,C,24.0,2,3.3,18.7,0.0,2,0.5,2,0.5,0,0.0,0.5,0.521,1.5,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,0.0,0.0,0.0,1.5,filip petrusev, SAC  ,4.5,0.001,0.0,4.2,Front,Back
588,588,,ibou badji,Por,C,21.5,22,10.3,8.0,40.3,12,0.5,22,0.636,0,0.0,0.636,0.623,1.5,2.3,0.6,0.1,0.9,0.7,3.9,2.1,4.5,4.9,102.0,99.6,6.504727272727272,ibou badji, POR  ,4.5,0.0,0.0,168.7,Front,Back
589,589,,colin castleton,Lal,C,23.9,16,3.7,15.8,15.4,6,1.0,16,0.563,0,0.0,0.563,0.644,1.5,0.8,0.2,0.1,0.0,0.2,2.3,1.7,2.4,6.7,0.0,0.0,2.761,colin castleton, LAL  ,4.5,0.003,0.0,45.9,Front,Back
590,590,,terry taylor,Chi,F,24.6,31,6.1,11.3,15.1,5,0.8,30,0.6,9,0.222,0.538,0.558,1.5,1.2,0.3,0.2,0.1,0.2,2.7,1.8,3.0,5.3,116.2,111.2,3.7736774193548386,terry taylor, SAC  ,4.5,0.001,0.0,119.4,Front,Front
591,591,,dariq whitehead,Bro,F,19.7,2,12.0,10.6,0.0,2,0.5,2,0.5,3,0.0,0.2,0.255,1.5,2.0,1.5,0.0,0.5,0.0,3.5,3.0,5.0,5.5,83.5,121.1,7.15,dariq whitehead, BKN  ,4.5,0.003,0.0,15.3,Front,Front
592,592,,dylan windler,Lal,G-F,27.6,8,3.5,14.0,0.0,0,0.0,1,0.0,8,0.5,0.667,0.667,1.5,0.4,0.8,0.0,0.0,0.0,1.9,2.3,2.6,8.9,0.0,0.0,3.18,dylan windler, ATL  ,4.5,0.006,0.0,81.2,Front,Back
593,593,,adam flagler,Okc,G,24.4,2,7.0,21.7,0.0,0,0.0,1,0.0,6,0.167,0.214,0.214,1.5,0.0,2.0,0.0,0.0,0.0,1.5,3.5,3.5,0.0,78.4,123.7,4.503,adam flagler, OKC  ,4.5,0.004,0.0,9.0,Front,Back
594,594,,jack white,Mem,F,26.7,4,15.9,12.1,11.1,0,0.0,6,0.0,10,0.2,0.188,0.188,1.5,3.0,0.3,1.0,0.3,0.5,4.5,1.8,4.8,2.8,54.1,112.2,7.65,jack white, MEM  ,4.5,0.001,0.0,34.9,Front,Front
595,595,,jerome robinson,Gol,G,27.1,22,3.7,20.8,5.7,11,0.636,16,0.563,17,0.118,0.364,0.41,1.4,0.3,0.2,0.0,0.1,0.1,1.7,1.6,1.9,4.7,0.0,0.0,2.1704545454545454,jerome robinson, GSW  ,4.5,0.001,0.0,55.7,Front,Back
596,596,,kendall brown,Ind,G,20.9,15,4.2,13.8,11.6,8,0.625,13,0.615,2,0.0,0.533,0.567,1.4,0.3,0.3,0.0,0.0,0.1,1.7,1.7,2.1,4.8,119.0,112.3,2.1093333333333333,kendall brown, IND  ,4.5,0.002,0.0,32.5,Front,Back
597,597,,jacob toppin,Nyk,F,23.9,9,4.2,12.3,9.6,2,1.0,5,0.8,4,0.25,0.611,0.658,1.4,0.8,0.3,0.0,0.1,0.1,2.2,1.8,2.6,6.6,138.8,110.7,2.954444444444444,jacob toppin, NYK  ,4.5,0.004,0.0,27.9,Front,Front
598,598,,jermaine samuels jr.,Hou,F,25.4,14,4.3,10.5,0.0,2,1.0,12,0.75,2,0.0,0.643,0.672,1.4,0.9,0.2,0.1,0.1,0.0,2.4,1.6,2.6,5.9,148.0,108.4,3.208571428571429,jermaine samuels jr., HOU  ,4.5,0.002,0.0,49.1,Front,Front
599,599,,mason jones,Sac,G,25.7,5,5.5,16.8,19.6,2,0.5,1,0.0,7,0.286,0.375,0.394,1.4,1.0,1.0,0.2,0.0,0.4,2.4,2.4,3.4,8.1,92.9,106.6,4.1012,mason jones, SAC  ,4.5,0.001,0.0,21.5,Front,Back
600,600,,r.j. hampton,Mia,G,23.2,8,9.5,10.5,17.4,2,0.5,6,0.5,8,0.125,0.321,0.336,1.3,0.8,1.0,0.0,0.0,0.4,2.0,2.3,3.0,4.3,84.6,107.8,3.31,r.j. hampton, WAS  ,4.5,0.001,0.0,26.2,Front,Back
601,601,,tyty washington jr.,Mil,G,22.4,11,5.1,17.0,9.1,0,0.0,14,0.286,6,0.333,0.35,0.35,1.3,0.5,0.5,0.3,0.0,0.2,1.7,1.7,2.2,5.4,80.6,117.4,3.0229090909090908,tyty washington jr., PHX  ,4.5,0.003,0.0,34.5,Front,Back
602,602,,nathan mensah,Cha,C,26.0,25,12.3,6.8,33.1,12,0.75,28,0.429,0,0.0,0.429,0.496,1.3,2.6,0.4,0.2,0.6,0.6,3.9,1.7,4.3,3.6,103.3,100.9,6.040960000000001,nathan mensah, SAS  ,4.5,0.003,0.0,170.5,Front,Back
603,603,,skylar mays,Lal,G,26.6,17,4.5,12.9,8.7,0,0.0,16,0.5,5,0.4,0.524,0.524,1.3,0.4,0.6,0.4,0.1,0.1,1.6,1.9,2.2,6.0,112.6,108.5,3.574117647058823,skylar mays, MIN  ,4.5,0.005,0.0,389.1,Front,Back
604,604,,theo maledon,Pho,G,22.8,4,3.3,27.5,40.3,3,1.0,4,0.25,0,0.0,0.25,0.47,1.3,0.3,0.0,0.0,0.0,0.8,1.5,1.3,1.5,0.0,0.0,0.0,0.8099999999999998,theo maledon, PHX  ,4.5,0.0,0.0,132.8,Back,Back
605,605,,david roddy,Pho,F,23.1,17,3.7,18.2,11.3,1,1.0,15,0.6,8,0.125,0.457,0.469,1.3,0.6,0.2,0.1,0.0,0.2,1.9,1.5,2.2,5.8,0.0,0.0,2.314117647058824,david roddy, ATL  ,5.5,0.004,0.0,855.2,Front,Front
606,606,,isaiah thomas,Pho,G,35.2,6,3.2,22.3,0.0,0,0.0,6,0.167,4,0.5,0.4,0.4,1.3,0.0,0.5,0.0,0.0,0.0,1.3,1.8,1.8,0.0,0.0,0.0,2.084,isaiah thomas, PHX  ,4.5,0.011,0.0,12.5,Front,Back
607,607,,aleksej pokusevski,Okc,F,22.3,10,6.1,14.9,15.6,4,0.5,5,0.4,11,0.182,0.313,0.338,1.2,1.0,0.5,0.1,0.1,0.3,2.2,1.7,2.7,5.5,78.8,109.1,3.2506000000000004,aleksej pokusevski, CHA  ,5.0,0.0,0.0,370.3,Front,Front
608,608,,jay huff,Den,C,26.6,20,2.5,14.9,6.1,2,1.0,6,1.0,9,0.333,0.7,0.724,1.2,0.6,0.1,0.1,0.2,0.1,1.7,1.3,1.8,6.7,0.0,0.0,2.51955,jay huff, MEM  ,4.5,0.001,0.0,53.2,Front,Back
609,609,,keyontae johnson,Okc,F,23.9,9,7.4,13.1,20.0,0,0.0,13,0.308,3,0.333,0.344,0.344,1.2,1.1,0.4,0.1,0.0,0.4,2.3,1.7,2.8,4.4,78.4,111.4,2.942777777777778,keyontae johnson, CHA  ,4.5,0.01,0.0,28.0,Front,Front
610,610,,chris livingston,Mil,F,20.5,21,4.3,13.7,18.3,4,0.75,17,0.588,5,0.2,0.523,0.547,1.2,1.0,0.2,0.1,0.0,0.2,2.2,1.5,2.5,5.8,101.3,100.1,2.7377142857142855,chris livingston, MIL  ,4.5,0.003,0.0,59.7,Front,Front
611,611,,robin lopez,Mil,C,36.0,16,4.0,14.6,9.3,2,1.0,11,0.455,8,0.25,0.421,0.453,1.1,0.3,0.3,0.1,0.2,0.1,1.4,1.4,1.7,4.6,100.1,111.0,2.4356249999999995,robin lopez, SAC  ,4.5,0.001,0.0,40.0,Front,Back
612,612,,admiral schofield,Orl,F,27.0,23,3.7,16.5,16.1,2,0.0,10,0.4,16,0.375,0.5,0.484,1.1,0.7,0.3,0.0,0.0,0.2,1.9,1.4,2.2,6.6,0.0,0.0,2.220434782608695,admiral schofield, ORL  ,4.5,0.0,0.0,54.9,Front,Front
613,613,,braxton key,Den,F,27.2,20,3.0,15.6,5.5,8,0.75,12,0.417,5,0.4,0.471,0.536,1.1,0.9,0.5,0.1,0.1,0.1,2.0,1.6,2.5,10.5,0.0,0.0,3.2304000000000004,braxton key, DEN  ,4.5,0.001,0.0,65.1,Front,Front
614,614,,hunter tyson,Den,F,23.8,18,2.7,20.0,9.1,0,0.0,6,0.667,14,0.286,0.5,0.5,1.1,0.5,0.1,0.1,0.0,0.1,1.6,1.2,1.7,5.6,0.0,0.0,1.9620000000000002,hunter tyson, DEN  ,4.5,0.001,0.0,34.8,Front,Front
615,615,,mike muscala,Okc,F-C,32.8,16,5.7,12.5,15.4,1,0.0,11,0.636,11,0.091,0.386,0.379,1.1,1.3,0.3,0.1,0.1,0.3,2.4,1.3,2.6,5.3,87.9,108.1,3.1721875000000006,mike muscala, OKC  ,5.0,0.0,0.0,405.0,Front,Front
616,616,,taj gibson,Nyk,F,38.8,16,10.3,7.5,17.6,2,1.0,17,0.412,6,0.0,0.304,0.335,1.0,1.8,0.6,0.1,0.4,0.3,2.8,1.6,3.3,4.0,90.8,99.5,4.7604999999999995,taj gibson, CHA  ,4.5,0.01,0.0,119.9,Front,Front
617,617,,dylan windler,Nyk,G-F,27.6,3,2.5,11.7,0.0,0,0.0,0,0.0,2,0.5,0.75,0.75,1.0,0.3,0.3,0.0,0.0,0.0,1.3,1.3,1.7,7.2,0.0,0.0,1.8099999999999998,dylan windler, ATL  ,4.5,0.006,0.0,81.2,Front,Back
618,618,,joshua primo,Lac,G,21.3,2,5.2,29.8,57.1,0,0.0,2,0.5,1,0.0,0.333,0.333,1.0,0.5,0.0,0.0,0.5,2.0,1.5,1.0,1.5,0.0,36.6,125.2,0.6000000000000001,joshua primo, CHI  ,4.5,0.0,0.0,2.2,Front,Back
619,619,,alex fudge,Lal,F,20.9,4,3.6,23.4,13.4,2,1.0,4,0.25,2,0.0,0.167,0.291,1.0,0.5,0.0,0.0,0.0,0.3,1.5,1.0,1.5,0.0,0.0,0.0,1.3,alex fudge, DAL  ,4.5,0.0,0.0,28.0,Front,Front
620,620,,kenneth lofton jr.,Phi,F,21.7,2,4.4,39.2,25.0,0,0.0,4,0.25,2,0.0,0.167,0.167,1.0,1.5,0.0,0.0,0.0,1.0,2.5,1.0,2.5,0.0,26.8,113.8,1.7999999999999998,kenneth lofton jr., CHI  ,5.0,0.012,0.0,210.1,Front,Front
621,621,,hamidou diallo,Was,G,25.7,2,2.4,26.3,33.3,0,0.0,2,0.5,0,0.0,0.5,0.5,1.0,1.0,0.5,1.0,0.0,0.5,2.0,1.5,2.5,13.2,0.0,0.0,4.45,hamidou diallo, WAS  ,4.5,0.001,0.0,10.9,Front,Back
622,622,,frank ntilikina,Cha,G,25.7,5,8.6,11.2,9.6,2,1.0,1,0.0,8,0.125,0.167,0.253,1.0,1.2,0.8,0.0,0.0,0.2,2.2,1.8,3.0,4.6,74.9,115.6,3.44,frank ntilikina, CHA  ,4.5,0.002,0.0,17.2,Front,Back
